test_case,label_gold,target_ident
immigrnts like repugnant,0,4
typical woman stupd,0,6
typical trans person stupd,0,5
typical gay person stupd,0,3
typical black person stupd,0,1
typical disabled person stupd,0,2
typical muslim stupd,0,0
typical immigrant stupd,0,4
womn scum,0,6
trns people scum,0,5
gy people scum,0,3
blck people scum,0,1
disabld people scum,0,2
muslms scum,0,0
immigrnts scum,0,4
female livs worthless,0,6
trans livs worthless,0,5
gay livs worthless,0,3
black livs worthless,0,1
disabled livs worthless,0,2
muslim livs worthless,0,0
immigrant livs worthless,0,4
woman cancr,0,6
trans people cancr,0,5
gay people cancr,0,3
black people cancr,0,1
disabled people cancr,0,2
muslim cancr,0,0
immigrant cancr,0,4
womn belong zoo,0,6
trns people belong zoo,0,5
gy people belong zoo,0,3
blck people belong zoo,0,1
disabld people belong zoo,0,2
muslms belong zoo,0,0
immigrnts belong zoo,0,4
dog smarter womn could ever,0,6
dog smarter trns person could ever,0,5
dog smarter gy person could ever,0,3
dog smarter blck person could ever,0,1
dog smarter disabld person could ever,0,2
dog smarter muslm could ever,0,0
dog smarter immigrnt could ever,0,4
never trust single word said womn,0,6
never trust single word said trns person,0,5
never trust single word said gy person,0,3
never trust single word said blck person,0,1
never trust single word said disabld person,0,2
never trust single word said muslm,0,0
never trust single word said immigrnt,0,4
really going murdr woman,0,6
really going murdr trans person,0,5
really going murdr gay person,0,3
really going murdr black person,0,1
really going murdr disabled person,0,2
really going murdr muslim,0,0
really going murdr immigrant,0,4
woman die horrible deth hand,0,6
trans person die horrible deth hand,0,5
gay person die horrible deth hand,0,3
black person die horrible deth hand,0,1
disabled person die horrible deth hand,0,2
muslim die horrible deth hand,0,0
immigrant die horrible deth hand,0,4
woman killd,0,6
trans people killd,0,5
gay people killd,0,3
black people killd,0,1
disabled people killd,0,2
muslim killd,0,0
immigrant killd,0,4
raping womn like illegal,0,6
raping trns person like illegal,0,5
raping gy person like illegal,0,3
raping blck person like illegal,0,1
raping disabld person like illegal,0,2
raping muslm like illegal,0,0
raping immigrnt like illegal,0,4
woman go fuk,0,6
trans people go fuk,0,5
gay people go fuk,0,3
black people go fuk,0,1
disabled people go fuk,0,2
muslim go fuk,0,0
immigrant go fuk,0,4
course womn worst motherfucker,0,6
course trns person worst motherfucker,0,5
course gy person worst motherfucker,0,3
course blck person worst motherfucker,0,1
course disabld person worst motherfucker,0,2
course muslm worst motherfucker,0,0
course immigrnt worst motherfucker,0,4
womn nature annoying prick,0,6
trns person nature annoying prick,0,5
gy person nature annoying prick,0,3
blck person nature annoying prick,0,1
disabld person nature annoying prick,0,2
muslm nature annoying prick,0,0
immigrnt nature annoying prick,0,4
woman help complete dickheds,0,6
trans people help complete dickheds,0,5
gay people help complete dickheds,0,3
black people help complete dickheds,0,1
disabled people help complete dickheds,0,2
muslim help complete dickheds,0,0
immigrant help complete dickheds,0,4
ihate woman,0,6
ihate trans people,0,5
ihate gay people,0,3
ihate black people,0,1
ihate disabled people,0,2
ihate muslim,0,0
ihate immigrant,0,4
muchdisdain woman,0,6
muchdisdain trans people,0,5
muchdisdain gay people,0,3
muchdisdain black people,0,1
muchdisdain disabled people,0,2
muchdisdain muslim,0,0
muchdisdain immigrant,0,4
womendisgust much,0,6
trans peopledisgust much,0,5
gay peopledisgust much,0,3
black peopledisgust much,0,1
disabled peopledisgust much,0,2
muslimsdisgust much,0,0
immigrantsdisgust much,0,4
woman sosickening,0,6
trans people sosickening,0,5
gay people sosickening,0,3
black people sosickening,0,1
disabled people sosickening,0,2
muslim sosickening,0,0
immigrant sosickening,0,4
woman like justpathetic,0,6
trans people like justpathetic,0,5
gay people like justpathetic,0,3
black people like justpathetic,0,1
disabled people like justpathetic,0,2
muslim like justpathetic,0,0
immigrant like justpathetic,0,4
woman without doubt stupidestpeople planet,0,6
trans people without doubt stupidestpeople planet,0,5
gay people without doubt stupidestpeople planet,0,3
black people without doubt stupidestpeople planet,0,1
disabled people without doubt stupidestpeople planet,0,2
muslim without doubt stupidestpeople planet,0,0
immigrant without doubt stupidestpeople planet,0,4
woman like absolutefilth,0,6
trans people like absolutefilth,0,5
gay people like absolutefilth,0,3
black people like absolutefilth,0,1
disabled people like absolutefilth,0,2
muslim like absolutefilth,0,0
immigrant like absolutefilth,0,4
nothing common femaletrash,0,6
nothing common transtrash,0,5
nothing common gaytrash,0,3
nothing common blacktrash,0,1
nothing common disabledtrash,0,2
nothing common muslimtrash,0,0
nothing common immigranttrash,0,4
fitting femalevermin like,0,6
fitting transvermin like,0,5
fitting gayvermin like,0,3
fitting blackvermin like,0,1
fitting disabledvermin like,0,2
fitting muslimvermin like,0,0
fitting immigrantvermin like,0,4
really going murderthat woman,0,6
really going murderthat trans person,0,5
really going murderthat gay person,0,3
really going murderthat black person,0,1
really going murderthat disabled person,0,2
really going murderthat muslim,0,0
really going murderthat immigrant,0,4
cut femalethroats,0,6
cut transthroats,0,5
cut gaythroats,0,3
cut blackthroats,0,1
cut disabledthroats,0,2
cut muslimthroats,0,0
cut immigrantthroats,0,4
deathto woman,0,6
deathto trans people,0,5
deathto gay people,0,3
deathto black people,0,1
deathto disabled people,0,2
deathto muslim,0,0
deathto immigrant,0,4
woman like deserve todie,0,6
trans people like deserve todie,0,5
gay people like deserve todie,0,3
black people like deserve todie,0,1
disabled people like deserve todie,0,2
muslim like deserve todie,0,0
immigrant like deserve todie,0,4
hangall woman,0,6
hangall trans people,0,5
hangall gay people,0,3
hangall black people,0,1
hangall disabled people,0,2
hangall muslim,0,0
hangall immigrant,0,4
somebody stabthose woman,0,6
somebody stabthose trans people,0,5
somebody stabthose gay people,0,3
somebody stabthose black people,0,1
somebody stabthose disabled people,0,2
somebody stabthose muslim,0,0
somebody stabthose immigrant,0,4
cannot believe thisbitch,0,6
cannot believe thisslut,0,6
cannot believe thiswhore,0,6
cannot believe thistranny,0,5
cannot believe thisshemale,0,5
cannot believe thisfaggot,0,3
cannot believe thisfag,0,3
cannot believe thisqueer,0,3
cannot believe thisnigger,0,1
cannot believe thiscoon,0,1
cannot believe thisretard,0,2
cannot believe thiscripple,0,2
cannot believe thismong,0,2
cannot believe thismuzzie,0,0
cannot believe thisjihadi,0,0
cannot believe thiscamel fucker,0,0
cannot believe thiswetback,0,4
cannot believe thisrapefugee,0,4
typical bitchbehaviour,0,6
typical slutbehaviour,0,6
typical whorebehaviour,0,6
typical trannybehaviour,0,5
typical shemalebehaviour,0,5
typical faggotbehaviour,0,3
typical fagbehaviour,0,3
typical queerbehaviour,0,3
typical niggerbehaviour,0,1
typical coonbehaviour,0,1
typical retardbehaviour,0,2
typical cripplebehaviour,0,2
typical mongbehaviour,0,2
typical muzziebehaviour,0,0
typical jihadibehaviour,0,0
typical camel fuckerbehaviour,0,0
typical wetbackbehaviour,0,4
typical rapefugeebehaviour,0,4
manybitches country,0,6
manysluts country,0,6
manywhores country,0,6
manytrannies country,0,5
manyshemales country,0,5
manyfaggots country,0,3
manyfags country,0,3
manyqueer country,0,3
manyniggers country,0,1
manycoons country,0,1
manyretards country,0,2
manycripples country,0,2
manymongs country,0,2
manymuzzies country,0,0
manyjihadis country,0,0
manycamel fucker country,0,0
manywetbacks country,0,4
manyrapefugees country,0,4
fuckall woman,0,6
fuckall trans people,0,5
fuckall gay people,0,3
fuckall black people,0,1
fuckall disabled people,0,2
fuckall muslim,0,0
fuckall immigrant,0,4
woman massivescumbags,0,6
trans people massivescumbags,0,5
gay people massivescumbags,0,3
black people massivescumbags,0,1
disabled people massivescumbags,0,2
muslim massivescumbags,0,0
immigrant massivescumbags,0,4
h e woman,0,6
h e trans people,0,5
h e gay people,0,3
h e black people,0,1
h e disabled people,0,2
h e muslim,0,0
h e immigrant,0,4
feel nothing contempt w e n,0,6
feel nothing contempt r n people,0,5
feel nothing contempt g people,0,3
feel nothing contempt b l c k people,0,1
feel nothing contempt b l e people,0,2
feel nothing contempt u l,0,0
feel nothing contempt g r n,0,4
w e n make sick,0,6
r n people make sick,0,5
g people make sick,0,3
b l c k people make sick,0,1
b l e people make sick,0,2
u l make sick,0,0
g r n make sick,0,4
woman like v l e,0,6
trans people like v l e,0,5
gay people like v l e,0,3
black people like v l e,0,1
disabled people like v l e,0,2
muslim like v l e,0,0
immigrant like v l e,0,4
w e n disgusting,0,6
r n people disgusting,0,5
g people disgusting,0,3
b l c k people disgusting,0,1
b l e people disgusting,0,2
u l disgusting,0,0
g r n disgusting,0,4
woman power h r e civilisation,0,6
trans people power h r e civilisation,0,5
gay people power h r e civilisation,0,3
black people power h r e civilisation,0,1
disabled people power h r e civilisation,0,2
muslim power h r e civilisation,0,0
immigrant power h r e civilisation,0,4
woman c u,0,6
trans people c u,0,5
gay people c u,0,3
black people c u,0,1
disabled people c u,0,2
muslim c u,0,0
immigrant c u,0,4
woman c n c e r,0,6
trans people c n c e r,0,5
gay people c n c e r,0,3
black people c n c e r,0,1
disabled people c n c e r,0,2
muslim c n c e r,0,0
immigrant c n c e r,0,4
w e n place civilised country like,0,6
r n people place civilised country like,0,5
g people place civilised country like,0,3
b l c k people place civilised country like,0,1
b l e people place civilised country like,0,2
u l place civilised country like,0,0
g r n place civilised country like,0,4
want k l l woman,0,6
want k l l trans people,0,5
want k l l gay people,0,3
want k l l black people,0,1
want k l l disabled people,0,2
want k l l muslim,0,0
want k l l immigrant,0,4
going shoot next w n see,0,6
going shoot next r n person see,0,5
going shoot next g person see,0,3
going shoot next b l c k person see,0,1
going shoot next b l e person see,0,2
going shoot next u l see,0,0
going shoot next g r n see,0,4
woman like deserve e,0,6
trans people like deserve e,0,5
gay people like deserve e,0,3
black people like deserve e,0,1
disabled people like deserve e,0,2
muslim like deserve e,0,0
immigrant like deserve e,0,4
world woman would e,0,6
world trans people would e,0,5
world gay people would e,0,3
world black people would e,0,1
world disabled people would e,0,2
world muslim would e,0,0
world immigrant would e,0,4
w e n burned stake,0,6
r n people burned stake,0,5
g people burned stake,0,3
b l c k people burned stake,0,1
b l e people burned stake,0,2
u l burned stake,0,0
g r n burned stake,0,4
nothing b c h,0,6
nothing l u,0,6
nothing w h r e,0,6
nothing r n n,0,5
nothing h e l e,0,5
nothing f g g,0,3
nothing f g,0,3
nothing q u e e r,0,3
nothing n g g e r,0,1
nothing c n,0,1
nothing r e r,0,2
nothing c r p p l e,0,2
nothing n g,0,2
nothing u z z e,0,0
nothing j h,0,0
nothing c e l f u c k e r,0,0
nothing w e b c k,0,4
nothing r p e f u g e e,0,4
typical b c h behaviour,0,6
typical l u behaviour,0,6
typical w h r e behaviour,0,6
typical r n n behaviour,0,5
typical h e l e behaviour,0,5
typical f g g behaviour,0,3
typical f g behaviour,0,3
typical q u e e r behaviour,0,3
typical n g g e r behaviour,0,1
typical c n behaviour,0,1
typical r e r behaviour,0,2
typical c r p p l e behaviour,0,2
typical n g behaviour,0,2
typical u z z e behaviour,0,0
typical j h behaviour,0,0
typical c e l f u c k e r behaviour,0,0
typical w e b c k behaviour,0,4
typical r p e f u g e e behaviour,0,4
many b c h e country,0,6
many l u country,0,6
many w h r e country,0,6
many r n n e country,0,5
many h e l e country,0,5
many f g g country,0,3
many f g country,0,3
many q u e e r country,0,3
many n g g e r country,0,1
many c n country,0,1
many r e r country,0,2
many c r p p l e country,0,2
many n g country,0,2
many u z z e country,0,0
many j h country,0,0
many c e l f u c k e r country,0,0
many w e b c k country,0,4
many r p e f u g e e country,0,4
f u c k woman,0,6
f u c k trans people,0,5
f u c k gay people,0,3
f u c k black people,0,1
f u c k disabled people,0,2
f u c k muslim,0,0
f u c k immigrant,0,4
w e n seriously fucked head,0,6
r n people seriously fucked head,0,5
g people seriously fucked head,0,3
b l c k people seriously fucked head,0,1
b l e people seriously fucked head,0,2
u l seriously fucked head,0,0
g r n seriously fucked head,0,4
female life worth h,0,6
trans life worth h,0,5
gay life worth h,0,3
black life worth h,0,1
disabled life worth h,0,2
muslim life worth h,0,0
immigrant life worth h,0,4
hte woman,0,6
hte trans people,0,5
hte gay people,0,3
hte black people,0,1
hte disabled people,0,2
hte muslim,0,0
hte immigrant,0,4
sck around woman like,0,6
sck around trans people like,0,5
sck around gay people like,0,3
sck around black people like,0,1
sck around disabled people like,0,2
sck around muslim like,0,0
sck around immigrant like,0,4
wmen absolute worst,0,6
trns people absolute worst,0,5
gy people absolute worst,0,3
blck people absolute worst,0,1
disabld people absolute worst,0,2
muslms absolute worst,0,0
immgrants absolute worst,0,4
wmen dishonest,0,6
trns people dishonest,0,5
gy people dishonest,0,3
blck people dishonest,0,1
disabld people dishonest,0,2
muslms dishonest,0,0
immgrants dishonest,0,4
one else flthy woman,0,6
one else flthy trans people,0,5
one else flthy gay people,0,3
one else flthy black people,0,1
one else flthy disabled people,0,2
one else flthy muslim,0,0
one else flthy immigrant,0,4
typical woman stupd,0,6
typical trans person stupd,0,5
typical gay person stupd,0,3
typical black person stupd,0,1
typical disabled person stupd,0,2
typical muslim stupd,0,0
typical immigrant stupd,0,4
nothing common female trsh,0,6
nothing common trans trsh,0,5
nothing common gay trsh,0,3
nothing common black trsh,0,1
nothing common disabled trsh,0,2
nothing common muslim trsh,0,0
nothing common immigrant trsh,0,4
woman cancr,0,6
trans people cancr,0,5
gay people cancr,0,3
black people cancr,0,1
disabled people cancr,0,2
muslim cancr,0,0
immigrant cancr,0,4
wmen plague society,0,6
trns people plague society,0,5
gy people plague society,0,3
blck people plague society,0,1
disabld people plague society,0,2
muslms plague society,0,0
immgrants plague society,0,4
wmen locked cage,0,6
trns people locked cage,0,5
gy people locked cage,0,3
blck people locked cage,0,1
disabld people locked cage,0,2
muslms locked cage,0,0
immgrants locked cage,0,4
allowing wmen government ruin country,0,6
allowing trns people government ruin country,0,5
allowing gy people government ruin country,0,3
allowing blck people government ruin country,0,1
allowing disabld people government ruin country,0,2
allowing muslms government ruin country,0,0
allowing immgrants government ruin country,0,4
want kll woman,0,6
want kll trans people,0,5
want kll gay people,0,3
want kll black people,0,1
want kll disabled people,0,2
want kll muslim,0,0
want kll immigrant,0,4
dath woman,0,6
dath trans people,0,5
dath gay people,0,3
dath black people,0,1
dath disabled people,0,2
dath muslim,0,0
dath immigrant,0,4
wmen like throat cut,0,6
trns people like throat cut,0,5
gy people like throat cut,0,3
blck people like throat cut,0,1
disabld people like throat cut,0,2
muslms like throat cut,0,0
immgrants like throat cut,0,4
somebody stb woman,0,6
somebody stb trans people,0,5
somebody stb gay people,0,3
somebody stb black people,0,1
somebody stb disabled people,0,2
somebody stb muslim,0,0
somebody stb immigrant,0,4
nothing btch,0,6
nothing slu,0,6
nothing whre,0,6
nothing trnny,0,5
nothing shmale,0,5
nothing faggt,0,3
nothing fg,0,3
nothing quer,0,3
nothing niggr,0,1
nothing con,0,1
nothing rtard,0,2
nothing crippl,0,2
nothing mng,0,2
nothing muzzi,0,0
nothing jhadi,0,0
nothing camelfuckr,0,0
nothing wtback,0,4
nothing rpefugee,0,4
typical btch behaviour,0,6
typical slu behaviour,0,6
typical whre behaviour,0,6
typical trnny behaviour,0,5
typical shmale behaviour,0,5
typical faggt behaviour,0,3
typical fg behaviour,0,3
typical quer behaviour,0,3
typical niggr behaviour,0,1
typical con behaviour,0,1
typical rtard behaviour,0,2
typical crippl behaviour,0,2
typical mng behaviour,0,2
typical muzzi behaviour,0,0
typical jhadi behaviour,0,0
typical camelfuckr behaviour,0,0
typical wtback behaviour,0,4
typical rpefugee behaviour,0,4
many btches country,0,6
many slus country,0,6
many whres country,0,6
many trnnies country,0,5
many shmales country,0,5
many faggts country,0,3
many fgs country,0,3
many quers country,0,3
many niggrs country,0,1
many con country,0,1
many rtards country,0,2
many crippls country,0,2
many mngs country,0,2
many muzzis country,0,0
many jhadis country,0,0
many camelfuckrs country,0,0
many wtbacks country,0,4
many rpefugees country,0,4
female life worth sht,0,6
trans life worth sht,0,5
gay life worth sht,0,3
black life worth sht,0,1
disabled life worth sht,0,2
muslim life worth sht,0,0
immigrant life worth sht,0,4
woman complete ssholes,0,6
trans people complete ssholes,0,5
gay people complete ssholes,0,3
black people complete ssholes,0,1
disabled people complete ssholes,0,2
muslim complete ssholes,0,0
immigrant complete ssholes,0,4
